idTopic,Topic,CategoryHierId,Category,TypeHierId,Type,TypeValue,CategoryValue,FSA
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),4.2.1.2.2.1,      Revenu total médian des ménages comptant deux personnes ou plus en 2015 ($),79942.0,13830.0,H1A
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),4.2.1.2.2.2,      Revenu après impôt médian des ménages comptant deux personnes ou plus en 2015 ($),68561.0,13830.0,H1A
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.1,  Revenu total moyen des ménages en 2015 ($),75175.0,13815.0,H1A
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2,  Revenu après impôt moyen des ménages en 2015 ($),62631.0,13815.0,H1A
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.1,    Total - Statistiques du revenu en 2015 pour les ménages privés comptant une personne - Données-échantillon (25 %),4395.0,13815.0,H1A
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.1.1,      Revenu total moyen des ménages comptant une personne en 2015 ($),41665.0,13815.0,H1A
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.1.2,      Revenu après impôt moyen des ménages comptant une personne en 2015 ($),34676.0,13815.0,H1A
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.2,    Total - Statistiques du revenu en 2015 pour les ménages privés comptant deux personnes ou plus - Données-échantillon (25 %),9425.0,13815.0,H1A
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.2.1,      Revenu total moyen des ménages  comptant deux personnes ou plus en 2015 ($),90801.0,13815.0,H1A
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.2.2,      Revenu après impôt moyen des ménages  comptant deux personnes ou plus en 2015 ($),75666.0,13815.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.1,  Moins de 5 000 $,90.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.2,  5 000 $ à 9 999 $,160.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.3,  10 000 $ à 14 999 $,380.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.4,  15 000 $ à 19 999 $,595.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.5,  20 000 $ à 24 999 $,645.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.6,  25 000 $ à 29 999 $,545.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.7,  30 000 $ à 34 999 $,665.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.8,  35 000 $ à 39 999 $,705.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.9,  40 000 $ à 44 999 $,700.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.10,  45 000 $ à 49 999 $,725.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.11,  50 000 $ à 59 999 $,1395.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.12,  60 000 $ à 69 999 $,1150.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.13,  70 000 $ à 79 999 $,1075.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.14,  80 000 $ à 89 999 $,835.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.15,  90 000 $ à 99 999 $,755.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.16,  100 000 $ et plus,3405.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.16.1,    100 000 $ à 124 999 $,1455.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.16.2,    125 000 $ à 149 999 $,895.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.16.3,    150 000 $ à 199 999 $,730.0,13830.0,H1A
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.16.4,    200 000 $ et plus,325.0,13830.0,H1A
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.1,  Personnes n'ayant pas déménagé,27900.0,30775.0,H1A
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2,  Personnes ayant déménagé,2880.0,30775.0,H1A
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.1,    Non-migrants,2285.0,30775.0,H1A
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.2,    Migrants,590.0,30775.0,H1A
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.2.1,      Migrants internes,540.0,30775.0,H1A
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.2.1.1,        Migrants intraprovinciaux,475.0,30775.0,H1A
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.2.1.2,        Migrants interprovinciaux,60.0,30775.0,H1A
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.2.2,      Migrants externes,55.0,30775.0,H1A
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.1,  Personnes n'ayant pas déménagé,19815.0,29505.0,H1A
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2,  Personnes ayant déménagé,9695.0,29505.0,H1A
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.1,    Non-migrants,7760.0,29505.0,H1A
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.2,    Migrants,1930.0,29505.0,H1A
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.2.1,      Migrants internes,1620.0,29505.0,H1A
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.2.1.1,        Migrants intraprovinciaux,1525.0,29505.0,H1A
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.2.1.2,        Migrants interprovinciaux,95.0,29505.0,H1A
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.2.2,      Migrants externes,310.0,29505.0,H1A
13,Population,1.1.1,"Population, 2016",,,,32516.0,H1A
13,Population,1.1.2,"Population, 2011",,,,,H1A
13,Population,1.1.3,"Variation en pourcentage de la population, 2011 à 2016",,,,,H1A
13,Population,1.1.4,Total des logements privés,,,,14287.0,H1A
13,Population,1.1.6,Densité de la population au kilomètre carré,,,,,H1A
13,Population,1.1.7,Superficie des terres en kilomètres carrés,,,,,H1A
13,Population,1.2.3,Âge moyen de la population,,,,43.7,H1A
13,Population,1.2.4,Âge médian de la population,,,,46.3,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.1,  0 à 14 ans,4665.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.1.1,    0 à 4 ans,1575.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.1.2,    5 à 9 ans,1620.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.1.3,    10 à 14 ans,1480.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2,  15 à 64 ans,21785.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.1,    15 à 19 ans,1675.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.2,    20 à 24 ans,1975.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.3,    25 à 29 ans,1845.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.4,    30 à 34 ans,1755.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.5,    35 à 39 ans,1920.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.6,    40 à 44 ans,1890.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.7,    45 à 49 ans,2090.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.8,    50 à 54 ans,2805.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.9,    55 à 59 ans,3265.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.10,    60 à 64 ans,2560.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3,  65 ans et plus,6065.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.1,    65 à 69 ans,1915.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.2,    70 à 74 ans,1355.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.3,    75 à 79 ans,1055.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.4,    80 à 84 ans,805.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.5,    85 ans et plus,940.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.5.1,      85 à 89 ans,630.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.5.2,      90 à 94 ans,235.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.5.3,      95 à 99 ans,55.0,32515.0,H1A
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.5.4,      100 ans et plus,15.0,32515.0,H1A
5,Housing,9.1.5,Nombre moyen de pièces par logement,,,,5.2,H1B
5,Housing,9.1.13.5,  Valeur médiane des logements ($),,,,250531.0,H1B
5,Housing,9.1.13.6,  Valeur moyenne des logements ($),,,,258073.0,H1B
5,Housing,9.1.1,Total - Ménages privés selon le mode d'occupation - Données-échantillons (25 %),9.1.1.1,  Propriétaire,4455.0,9050.0,H1B
5,Housing,9.1.1,Total - Ménages privés selon le mode d'occupation - Données-échantillons (25 %),9.1.1.2,  Locataire,4595.0,9050.0,H1B
5,Housing,9.1.1,Total - Ménages privés selon le mode d'occupation - Données-échantillons (25 %),9.1.1.3,  Logement de bande,0.0,9050.0,H1B
5,Housing,9.1.3,Total - Logements privés occupés selon le nombre de chambres à coucher - Données-échantillons (25 %),9.1.3.1,  Aucune chambre à coucher,60.0,9050.0,H1B
5,Housing,9.1.3,Total - Logements privés occupés selon le nombre de chambres à coucher - Données-échantillons (25 %),9.1.3.2,  1 chambre à coucher,1375.0,9050.0,H1B
5,Housing,9.1.3,Total - Logements privés occupés selon le nombre de chambres à coucher - Données-échantillons (25 %),9.1.3.3,  2 chambres à coucher,3640.0,9050.0,H1B
5,Housing,9.1.3,Total - Logements privés occupés selon le nombre de chambres à coucher - Données-échantillons (25 %),9.1.3.4,  3 chambres à coucher,2975.0,9050.0,H1B
5,Housing,9.1.3,Total - Logements privés occupés selon le nombre de chambres à coucher - Données-échantillons (25 %),9.1.3.5,  4 chambres à coucher ou plus,1000.0,9050.0,H1B
5,Housing,9.1.4,Total - Logements privés occupés selon le nombre de pièces - Données-échantillons (25 %),9.1.4.1,  1 à 4 pièces,4075.0,9050.0,H1B
5,Housing,9.1.4,Total - Logements privés occupés selon le nombre de pièces - Données-échantillons (25 %),9.1.4.2,  5 pièces,2095.0,9050.0,H1B
5,Housing,9.1.4,Total - Logements privés occupés selon le nombre de pièces - Données-échantillons (25 %),9.1.4.3,  6 pièces,920.0,9050.0,H1B
