OBJECTID;DT_MAJ_GDUNO;COMBINE_NUO_NUI;CD_ORGNS;NOM_COURT_ORGNS;NOM_OFFCL_ORGNS;ADRS_GEO_L1_GDUNO_ORGNS;ADRS_GEO_L2_GDUNO_ORGNS;CD_POSTL_GDUNO_ORGNS;CD_MUNCP_GDUNO_ORGNS;NOM_MUNCP_GDUNO_ORGNS;CD_IMM;NOM_IMM;ADRS_GEO_L1_GDUNO_IMM;ADRS_GEO_L2_GDUNO_IMM;CD_MUNCP_GDUNO_IMM;NOM_MUNCP_GDUNO_IMM;CD_POSTL_GDUNO_IMM;PRESC;PRIM;SEC;FORM_PRO;ADULTE;SITE_WEB_ORGNS;COORD_X_LL84_IMM;COORD_Y_LL84_IMM;ORDRE_ENS;CD_CS;TYPE_CS;STYLE_CART
3694;20200706;116474847;769370;CEA Kangiqsujuaq;Centre d'éducation des adultes de Kangiqsujuaq;Kangiqsujuaq;;J0M1K0;99130;Kangiqsujuaq;769351;Arsaniq;351;;99130;Kangiqsujuaq;J0M1K0;0;0;0;0;1;;-71.956373;61.596649;Éducation aux adultes;769000;Statut;9_OrgImm_Statut_Adu
3695;20200706;115974847;769070;École Arsaniq;École Arsaniq;Kangiqsujuaq;;J0M1K0;99130;Kangiqsujuaq;769351;Arsaniq;351;;99130;Kangiqsujuaq;J0M1K0;1;1;1;0;0;;-71.956373;61.596649;Préscolaire - Primaire - Secondaire;769000;Statut;5_OrgImm_Statut_presc_prim_sec
3696;20200706;120194934;801001;École Notre-Dame-du-Rosaire;École Notre-Dame-du-Rosaire;585, rue Wilson;;G8P1K2;99025;Chibougamau;801044;Notre-Dame-du-Rosaire;585, rue Wilson;;99025;Chibougamau;G8P1K2;1;1;0;0;0;;-74.365759;49.916563;Préscolaire - Primaire;801000;Franco;4_OrgImm_Franco_presc_prim
3697;20200706;128264987;852300;CFGA de la Rivière-du-Nord;Centre de formation générale des adultes de la Rivière-du-Nord;471, rue Melançon;;J7Z4K3;75017;Saint-Jérôme;852856;Centre Le Portage;1790, chemin du Lac-Écho;;75040;Prévost;J0R1T0;0;0;0;0;1;;-74.013233;45.879655;Éducation aux adultes;852000;Franco;9_OrgImm_Franco_Adu
3698;20200706;128074987;852032;École Le Tremplin;École Le Tremplin;77, rue Hammond;;J8H2V5;76020;Lachute;852856;Centre Le Portage;1790, chemin du Lac-Écho;;75040;Prévost;J0R1T0;0;0;1;0;0;http://www.csrdn.qc.ca/ecole2.asp?ID=333;-74.013233;45.879655;Secondaire;852000;Franco;3_OrgImm_Franco_secondaire
3699;20200706;125514990;841114;École de la Sablière;École de la Sablière;1659, boulevard des Seigneurs;;J6X3E3;64008;Terrebonne;841114;De la Sablière;1659, boulevard des Seigneurs;;64008;Terrebonne;J6X3E3;1;1;0;0;0;;-73.668815;45.713443;Préscolaire - Primaire;841000;Franco;4_OrgImm_Franco_presc_prim
3700;20200706;120775066;812307;CEA de La Haute-Gaspésie;Centre d'éducation des adultes de La Haute-Gaspésie;27, route du Parc;;G4V2B9;04037;Sainte-Anne-des-Monts;812015;Saint-Maxime;2, 2e Avenue Est;;04010;Saint-Maxime-du-Mont-Louis;G0E1T0;0;0;0;0;1;www.cschic-chocs.qc.ca;-65.729335;49.227997;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
3829;20200706;259255301;751421;Centre de FP du Haut-Saint-François;Centre de formation professionnelle du Haut-Saint-François;188, rue Kennedy;;J0B1R0;41060;East Angus;751207;Polyvalente Louis-Saint-Laurent;188, rue Kennedy;;41060;East Angus;J0B1R0;0;0;0;1;0;;-71.651798;45.491229;Formation professionnelle;751000;Franco;8_OrgImm_Franco_Fp
3830;20200706;110375301;752470;Centre de form. prof. 24-Juin;Centre de formation professionnelle 24-Juin;639, rue du 24-Juin;;J1E1H1;43027;Sherbrooke;751207;Polyvalente Louis-Saint-Laurent;188, rue Kennedy;;41060;East Angus;J0B1R0;0;0;0;1;0;;-71.651798;45.491229;Formation professionnelle;752000;Franco;8_OrgImm_Franco_Fp
3831;20200706;109745301;751311;CEA de la C.S. des Hauts-Cantons;Centre d'éducation des adultes de la Commission scolaire des Hauts-Cantons;188, rue Kennedy;;J0B1R0;41060;East Angus;751207;Polyvalente Louis-Saint-Laurent;188, rue Kennedy;;41060;East Angus;J0B1R0;0;0;0;0;1;;-71.651798;45.491229;Éducation aux adultes;751000;Franco;9_OrgImm_Franco_Adu
3832;20200706;109345301;751007;Polyvalente Louis-Saint-Laurent;Polyvalente Louis-Saint-Laurent;188, rue Kennedy;;J0B1R0;41060;East Angus;751207;Polyvalente Louis-Saint-Laurent;188, rue Kennedy;;41060;East Angus;J0B1R0;0;0;1;0;0;http://louisstlaurent.cshc.qc.ca/;-71.651798;45.491229;Secondaire;751000;Franco;3_OrgImm_Franco_secondaire
3833;20200706;129875346;863057;École Joséphine-Dandurand;École Joséphine-Dandurand;90, rue Mackenzie-King;;J3B5N9;56083;Saint-Jean-sur-Richelieu;863072;Centre Saint-Edmond;275, rue Frontenac;;56083;Saint-Jean-sur-Richelieu;J3B2Z8;0;0;1;0;0;http://beaulieu.e.csdhr.qc.ca;-73.26583;45.303459;Secondaire;863000;Franco;3_OrgImm_Franco_secondaire
3834;20200706;129985348;863358;CEA La Relance;Centre d'éducation des adultes La Relance;300, rue Georges-Phaneuf;;J3B8E4;56083;Saint-Jean-sur-Richelieu;863080;Marie-Rivier;511, rue Pierre-Caisse;;56083;Saint-Jean-sur-Richelieu;J3A1N5;0;0;0;0;1;;-73.27783;45.332522;Éducation aux adultes;863000;Franco;9_OrgImm_Franco_Adu
3835;20200706;129945348;863080;École Marie-Rivier;École Marie-Rivier;511, rue Pierre-Caisse;;J3A1N5;56083;Saint-Jean-sur-Richelieu;863080;Marie-Rivier;511, rue Pierre-Caisse;;56083;Saint-Jean-sur-Richelieu;J3A1N5;1;1;1;0;0;http://rivier.e.csdhr.qc.ca;-73.27783;45.332522;Préscolaire - Primaire - Secondaire;863000;Franco;5_OrgImm_Franco_presc_prim_sec
3836;20200706;121235243;813404;Centre L'Envol;Centre de formation professionnelle L'Envol;15, rue Comeau;;G0C1J0;06013;Carleton-sur-Mer;813035;Antoine-Bernard;15, rue Comeau;;06013;Carleton-sur-Mer;G0C1J0;0;0;0;1;0;http://www.cfpcsrl.qc.ca;-66.116242;48.104182;Formation professionnelle;813000;Franco;8_OrgImm_Franco_Fp
3964;20200706;117835373;774004;École Le Rucher;École Le Rucher de la Vallée-de-la-Gatineau;248, rue Notre-Dame;;J9E2J8;83065;Maniwaki;774015;Centre Saint-Eugène;67, chemin Rivière-Gatineau;;83070;Déléage;J9E3A5;1;1;0;0;0;http://www.cshbo.qc.ca/sacre-coeur/;-75.964019;46.386014;Préscolaire - Primaire;774000;Franco;4_OrgImm_Franco_presc_prim
3965;20200706;117305375;772044;École secondaire Grande-Rivière;École secondaire Grande-Rivière;100, rue Broad;;J9H6A9;81017;Gatineau;772171;Grande-Rivière, secondaire;100, rue Broad;;81017;Gatineau;J9H6A9;0;0;1;0;0;http://www.cspo.qc.ca/ecole/esgr/default.asp;-75.843581;45.40446;Secondaire;772000;Franco;3_OrgImm_Franco_secondaire
3966;20200706;115075209;763208;École Jonathan-Wilson;École Jonathan-Wilson;3243, boulevard Chevremont;;H9C2L8;66023;Montréal;763071;Jonathan-Wilson;3243, boulevard Chevremont;;66023;Montréal;H9C2L8;1;1;0;0;0;www.ecolecsmb.com/jonathanwilson;-73.871;45.500318;Préscolaire - Primaire;763000;Franco;4_OrgImm_Franco_presc_prim
3967;20200706;123395274;824120;École du Chêne,  la Berge,  la Falaise;École du Chêne, de la Berge, de la Falaise;105, rue de l'École;;G0S1Y0;33080;Saint-Édouard-de-Lotbinière;824040;Berge, de la;30, rue Joly;;33115;Lotbinière;G0S1S0;1;1;0;0;0;http://web.csdn.qc.ca/ecoles/ecoles-du-chene-de-la-berge-de-la-falaise;-71.938095;46.616716;Préscolaire - Primaire;824000;Franco;4_OrgImm_Franco_presc_prim
3968;20200706;123605275;824320;CEA des Navigateurs;Centre d'éducation des adultes des Navigateurs;1172, boulevard Guillaume-Couture;;G6W0R8;25213;Lévis;824104;Pamphile-Le May;6380, rue Garneau;;33102;Sainte-Croix;G0S2H0;0;0;0;0;1;http://web.csdn.qc.ca/ecoles/centre-deducation-des-adultes-des-navigateurs;-71.744177;46.621698;Éducation aux adultes;824000;Franco;9_OrgImm_Franco_Adu
3969;20200706;123575275;824270;École secondaire Pamphile-Le May;École secondaire Pamphile-Le May;6380, rue Garneau;;G0S2H0;33102;Sainte-Croix;824104;Pamphile-Le May;6380, rue Garneau;;33102;Sainte-Croix;G0S2H0;0;0;1;0;0;http://web.csdn.qc.ca/ecoles/ecole-secondaire-pamphile-le-may;-71.744177;46.621698;Secondaire;824000;Franco;3_OrgImm_Franco_secondaire
3970;20200706;123565276;824260;École Beaurivage;École Beaurivage;1134, rue du Centenaire;;G0S1Z0;33045;Saint-Agapit;824103;Beaurivage;1134, rue Centenaire;;33045;Saint-Agapit;G0S1Z0;0;1;1;0;0;http://web.csdn.qc.ca/ecoles/ecole-secondaire-beaurivage;-71.439177;46.563757;Primaire - Secondaire;824000;Franco;7_OrgImm_Franco_prim_sec
3971;20200706;123415277;824140;École de la Source;École de la Source;139, rue de la Station;;G0S1N0;33060;Laurier-Station;824041;Source, de la;139, rue de la Station;;33060;Laurier-Station;G0S1N0;1;1;0;0;0;http://web.csdn.qc.ca/ecoles/ecole-de-la-source;-71.627464;46.540419;Préscolaire - Primaire;824000;Franco;4_OrgImm_Franco_presc_prim
4163;20200706;114326171;762457;Métiers de l'horticulture;École des métiers de l'horticulture de Montréal;2000, rue Parthenais;;H2K3S9;66023;Montréal;762088;Métiers de l'aérospatiale de Montréal;5300, rue Chauveau;;66023;Montréal;H1N3V7;0;0;0;1;0;;-73.549681;45.567489;Formation professionnelle;762000;Franco;8_OrgImm_Franco_Fp
4164;20200706;116076187;769100;École Iguarsivik;École Iguarsivik;Puvirnituq;;J0M1P0;99120;Puvirnituq;769735;Iguarsivik;277;;99120;Puvirnituq;J0M1P0;0;1;1;0;0;;-77.272704;60.036856;Primaire - Secondaire;769000;Statut;7_OrgImm_Statut_prim_sec
4165;20200706;273896188;721403;CFP du Pays-des-Bleuets;Centre de formation professionnelle du Pays-des-Bleuets;400, 2e Avenue;;G8L3C6;92022;Dolbeau-Mistassini;721002;Édifice de la formation à l'emploi;920, rue Morin;;91025;Roberval;G8H1W6;0;0;0;1;0;http://www.cspaysbleuets.qc.ca/ecoles/roberval/fp2002/;-72.22812;48.51821;Formation professionnelle;721000;Franco;8_OrgImm_Franco_Fp
4166;20200706;95816188;721302;CEA L'Envol--Le Retour;Centre d'éducation des adultes L'Envol--Le Retour;654, boulevard Saint-Joseph;;G8H2L2;91025;Roberval;721002;Édifice de la formation à l'emploi;920, rue Morin;;91025;Roberval;G8H1W6;0;0;0;0;1;http://www.cspaysbleuets.qc.ca/ecoles/roberval/fp2002/;-72.22812;48.51821;Éducation aux adultes;721000;Franco;9_OrgImm_Franco_Adu
4167;20200706;99796196;734479;CF en transport de Charlesbourg;Centre de formation en transport de Charlesbourg;700, rue de l'Argon;;G2N2G5;23027;Québec;734079;Centre de formation en transport de Charlesbourg;700, rue de l'Argon;;23027;Québec;G2N2G5;0;0;0;1;0;http://cftc.csdps.qc.ca;-71.326611;46.88932;Formation professionnelle;734000;Franco;8_OrgImm_Franco_Fp
4168;20200706;99736196;734373;Centre de formation générale des adultes;Centre de formation générale des adultes;742, boulevard Louis-XIV;;G1H4M7;23027;Québec;734079;Centre de formation en transport de Charlesbourg;700, rue de l'Argon;;23027;Québec;G2N2G5;0;0;0;0;1;;-71.326611;46.88932;Éducation aux adultes;734000;Franco;9_OrgImm_Franco_Adu
4169;20200706;110376202;752470;Centre de form. prof. 24-Juin;Centre de formation professionnelle 24-Juin;639, rue du 24-Juin;;J1E1H1;43027;Sherbrooke;752025;Vieux-Sherbrooke, pavillon du;164, rue Wellington Nord;;43027;Sherbrooke;J1H5C5;0;0;0;1;0;;-71.891499;45.404055;Formation professionnelle;752000;Franco;8_OrgImm_Franco_Fp
4170;20200706;110356202;752365;Centre Saint-Michel;Centre Saint-Michel;135, rue King Ouest;;J1H1P4;43027;Sherbrooke;752025;Vieux-Sherbrooke, pavillon du;164, rue Wellington Nord;;43027;Sherbrooke;J1H5C5;0;0;0;0;1;http://www.csrs.qc.ca/etablissements;-71.891499;45.404055;Éducation aux adultes;752000;Franco;9_OrgImm_Franco_Adu
3701;20200706;120605066;812015;École Saint-Maxime;École Saint-Maxime;2, 2e Avenue Est;;G0E1T0;04010;Saint-Maxime-du-Mont-Louis;812015;Saint-Maxime;2, 2e Avenue Est;;04010;Saint-Maxime-du-Mont-Louis;G0E1T0;1;1;1;0;0;www.cschic-chocs.qc.ca;-65.729335;49.227997;Préscolaire - Primaire - Secondaire;812000;Franco;5_OrgImm_Franco_presc_prim_sec
3702;20200706;120224935;801004;École Vatican II;École Vatican II;291, rue Wilson;;G8P1J4;99025;Chibougamau;801045;Vatican II;291, rue Wilson;;99025;Chibougamau;G8P1J4;1;1;0;0;0;;-74.357084;49.917046;Préscolaire - Primaire;801000;Franco;4_OrgImm_Franco_presc_prim
3703;20200706;120204936;801002;École Bon-Pasteur;École Bon-Pasteur;800, 4e Rue;;G8P1S8;99025;Chibougamau;801046;Bon-Pasteur;800, 4e Rue;;99025;Chibougamau;G8P1S8;1;1;0;0;0;;-74.377099;49.912273;Préscolaire - Primaire;801000;Franco;4_OrgImm_Franco_presc_prim
3704;20200706;120404937;801450;Centre de F.P. de la Baie-James;Centre de formation professionnelle de la Baie-James;265 A, rue Lanctôt;;G8P1C1;99025;Chibougamau;801047;Vinette;110, rue Obalski;;99025;Chibougamau;G8P2E9;0;0;0;1;0;;-74.36637;49.916551;Formation professionnelle;801000;Franco;8_OrgImm_Franco_Fp
3705;20200706;120374937;801323;C.F.G. adultes de la Baie-James;Centre de formation générale des adultes de la Baie-James;265 - A, rue Lanctôt;;G8P1C1;99025;Chibougamau;801047;Vinette;110, rue Obalski;;99025;Chibougamau;G8P2E9;0;0;0;0;1;;-74.36637;49.916551;Éducation aux adultes;801000;Franco;9_OrgImm_Franco_Adu
3706;20200706;120194937;801001;École Notre-Dame-du-Rosaire;École Notre-Dame-du-Rosaire;585, rue Wilson;;G8P1K2;99025;Chibougamau;801047;Vinette;110, rue Obalski;;99025;Chibougamau;G8P2E9;1;1;0;0;0;;-74.36637;49.916551;Préscolaire - Primaire;801000;Franco;4_OrgImm_Franco_presc_prim
3707;20200706;125484991;841111;École du Boisé;École du Boisé;5800, rue Rodrigue;;J7M1Y6;64008;Terrebonne;841111;Du Boisé;5800, rue Rodrigue;;64008;Terrebonne;J7M1Y6;1;1;0;0;0;duboise.csaffluents.qc.ca;-73.706674;45.769233;Préscolaire - Primaire;841000;Franco;4_OrgImm_Franco_presc_prim
3708;20200706;120835069;812407;CFP de La Haute-Gaspésie;Centre de formation professionnelle de La Haute-Gaspésie;170, boulevard Sainte-Anne Ouest;;G4V1R8;04037;Sainte-Anne-des-Monts;812001;De l'Escabelle;27, rue des Écoliers;;04047;Cap-Chat;G0J1E0;0;0;0;1;0;www.cschic-chocs.qc.ca;-66.690479;49.094432;Formation professionnelle;812000;Franco;8_OrgImm_Franco_Fp
3709;20200706;120775069;812307;CEA de La Haute-Gaspésie;Centre d'éducation des adultes de La Haute-Gaspésie;27, route du Parc;;G4V2B9;04037;Sainte-Anne-des-Monts;812001;De l'Escabelle;27, rue des Écoliers;;04047;Cap-Chat;G0J1E0;0;0;0;0;1;www.cschic-chocs.qc.ca;-66.690479;49.094432;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
3837;20200706;121205243;813304;CEA Carleton-sur-mer - Matapédia;Centre d'éducation des adultes de Carleton-sur-mer - Matapédia;15, rue Comeau;;G0C1J0;06013;Carleton-sur-Mer;813035;Antoine-Bernard;15, rue Comeau;;06013;Carleton-sur-Mer;G0C1J0;0;0;0;0;1;;-66.116242;48.104182;Éducation aux adultes;813000;Franco;9_OrgImm_Franco_Adu
3838;20200706;121115243;813036;École Antoine-Bernard;École Antoine-Bernard;15, rue Comeau;;G0C1J0;06013;Carleton-sur-Mer;813035;Antoine-Bernard;15, rue Comeau;;06013;Carleton-sur-Mer;G0C1J0;0;0;1;0;0;http://www.csrl.qc.ca;-66.116242;48.104182;Secondaire;813000;Franco;3_OrgImm_Franco_secondaire
3839;20200706;121225244;813403;CFP Chandler-Bonaventure;Centre de formation professionnelle Chandler-Bonaventure;143, avenue Louisbourg;;G0C1E0;05045;Bonaventure;813041;Des Deux-Rivières;12, rue Perron Est;;06045;Matapédia;G0J1V0;0;0;0;1;0;http://www.csrl.qc.ca;-66.938217;47.976763;Formation professionnelle;813000;Franco;8_OrgImm_Franco_Fp
3840;20200706;121205244;813304;CEA Carleton-sur-mer - Matapédia;Centre d'éducation des adultes de Carleton-sur-mer - Matapédia;15, rue Comeau;;G0C1J0;06013;Carleton-sur-Mer;813041;Des Deux-Rivières;12, rue Perron Est;;06045;Matapédia;G0J1V0;0;0;0;0;1;;-66.938217;47.976763;Éducation aux adultes;813000;Franco;9_OrgImm_Franco_Adu
3841;20200706;121145244;813042;École des Deux-Rivières;École des Deux-Rivières;12, boulevard Perron Est;;G0J1V0;06045;Matapédia;813041;Des Deux-Rivières;12, rue Perron Est;;06045;Matapédia;G0J1V0;1;1;1;0;0;http://www.csrl.qc.ca;-66.938217;47.976763;Préscolaire - Primaire - Secondaire;813000;Franco;5_OrgImm_Franco_presc_prim_sec
3842;20200706;121135245;813041;École Père-Pacifique;École Père-Pacifique;44, rue Lasalle;;G0C1L0;06030;Pointe-à-la-Croix;813040;Père-Pacifique;44, rue Lasalle;;06030;Pointe-à-la-Croix;G0C1L0;1;1;0;0;0;http://www.csrl.qc.ca;-66.692092;48.020345;Préscolaire - Primaire;813000;Franco;4_OrgImm_Franco_presc_prim
3843;20200706;110565308;753027;École secondaire de la Ruche;École secondaire de la Ruche;1255, boulevard des Étudiants;;J1X3Y6;45072;Magog;753027;Ruche, de la;1255, boulevard des Étudiants;;45072;Magog;J1X3Y6;0;0;1;0;0;http://www.ecoledelaruche.qc.ca/;-72.141214;45.277733;Secondaire;753000;Franco;3_OrgImm_Franco_secondaire
3844;20200706;110375308;752470;Centre de form. prof. 24-Juin;Centre de formation professionnelle 24-Juin;639, rue du 24-Juin;;J1E1H1;43027;Sherbrooke;753027;Ruche, de la;1255, boulevard des Étudiants;;45072;Magog;J1X3Y6;0;0;0;1;0;;-72.141214;45.277733;Formation professionnelle;752000;Franco;8_OrgImm_Franco_Fp
3845;20200706;130835351;864276;École Antoine-Brossard;École Antoine-Brossard;3055, boulevard Rome;;J4Y1S9;58007;Brossard;864076;Antoine-Brossard;3055, boulevard Rome;;58007;Brossard;J4Y1S9;0;0;1;0;0;;-73.458463;45.450324;Secondaire;864000;Franco;3_OrgImm_Franco_secondaire
3972;20200706;110285326;752155;École Le Monarque;École Le Monarque;8475, chemin Blanchette;;J1N3A3;43027;Sherbrooke;752851;Val-du-Lac;8475, chemin Blanchette;;43027;Sherbrooke;J1N3A3;1;1;1;0;0;http://www.csrs.qc.ca/etablissements;-72.021006;45.314488;Préscolaire - Primaire - Secondaire;752000;Franco;5_OrgImm_Franco_presc_prim_sec
3973;20200706;110355328;752365;Centre Saint-Michel;Centre Saint-Michel;135, rue King Ouest;;J1H1P4;43027;Sherbrooke;752864;Villa Marie-Claire;470, rue Victoria;;43027;Sherbrooke;J1H3J2;0;0;0;0;1;http://www.csrs.qc.ca/etablissements;-71.905313;45.405535;Éducation aux adultes;752000;Franco;9_OrgImm_Franco_Adu
3974;20200706;110325328;752165;Villa Marie-Claire;Villa Marie-Claire;470, rue Victoria;;J1H3J2;43027;Sherbrooke;752864;Villa Marie-Claire;470, rue Victoria;;43027;Sherbrooke;J1H3J2;0;0;1;0;0;;-71.905313;45.405535;Secondaire;752000;Franco;3_OrgImm_Franco_secondaire
3975;20200706;116585381;771006;École L'Équipage;École L'Équipage;20, chemin de l'École;;J8N7E7;82015;Val-des-Monts;771087;L'Équipage;20, chemin de l'École;;82015;Val-des-Monts;J8N7E7;1;1;0;0;0;http://www.csdraveurs.qc.ca/equipage/;-75.620413;45.599252;Préscolaire - Primaire;771000;Franco;4_OrgImm_Franco_presc_prim
3976;20200706;116805382;771042;École de l'Odyssée;École de l'Odyssée;180, rue Magnus Ouest;;J8P2R2;81017;Gatineau;771088;Odyssée (édifice Saint-René-Goupil), de l';179, boulevard St-René Ouest;;81017;Gatineau;J8P2V5;1;1;0;0;0;http://www.csdraveurs.qc.ca/odyssee/;-75.653656;45.493088;Préscolaire - Primaire;771000;Franco;4_OrgImm_Franco_presc_prim
3977;20200706;113945213;762271;École Sophie-Barat;École Sophie-Barat;1239, boulevard Gouin Est;;H2C1B3;66023;Montréal;762306;Sophie-Barat, annexe;750, boulevard Gouin Est;;66023;Montréal;H2C1A6;0;0;1;0;0;http://sbarat.csdm.qc.ca/;-73.668075;45.558153;Secondaire;762000;Franco;3_OrgImm_Franco_secondaire
3978;20200706;111555214;761044;École Marc-Aurèle-Fortin;École Marc-Aurèle-Fortin;12230, avenue Fernand-Gauthier;;H1E5N4;66023;Montréal;761028;Marc-Aurèle-Fortin;12230, avenue Fernand Gauthier;;66023;Montréal;H1E5N4;1;1;0;0;0;http://www.cspi.qc.ca/maf/;-73.600895;45.631596;Préscolaire - Primaire;761000;Franco;4_OrgImm_Franco_presc_prim
3979;20200706;111795216;761081;École secondaire Guy-Vanier;École secondaire Guy-Vanier;10905, boulevard Henri-Bourassa Est;;H1C1H1;66023;Montréal;761852;Institut Philippe-Pinel;10905, boul. Henri-Bourassa;;66023;Montréal;H1C1H1;0;0;1;0;0;http://www.cspi.qc.ca/gv/;-73.535114;45.656111;Secondaire;761000;Franco;3_OrgImm_Franco_secondaire
3980;20200706;98875279;733031;École secondaire De Rochebelle;École secondaire De Rochebelle;1095, avenue de Rochebelle;;G1V4P8;23027;Québec;733073;Pavillon Marie-Victorin;1095, avenue De Rochebelle;;23027;Québec;G1V4P8;0;0;1;0;0;http://www.derochebelle.qc.ca;-71.299626;46.769306;Secondaire;733000;Franco;3_OrgImm_Franco_secondaire
4115;20200706;104145510;742362;École forestière de La Tuque;École forestière de La Tuque - Éducation des adultes;461, rue Saint-François;;G9X1T8;90012;La Tuque;742104;Centrale;376, rue Saint-Joseph;;90012;La Tuque;G9X1L4;0;0;0;0;1;http://www.csenergie.qc.ca;-72.781342;47.441748;Éducation aux adultes;742000;Franco;9_OrgImm_Franco_Adu
4116;20200706;104085510;742104;École Centrale;École Centrale;376, rue Saint-Joseph;;G9X1L4;90012;La Tuque;742104;Centrale;376, rue Saint-Joseph;;90012;La Tuque;G9X1L4;1;1;0;0;0;http://www.csenergie.qc.ca;-72.781342;47.441748;Préscolaire - Primaire;742000;Franco;4_OrgImm_Franco_presc_prim
4117;20200706;104165511;742461;École forestière de La Tuque;École forestière de La Tuque - Formation professionnelle;461, rue Saint-François;;G9X1T8;90012;La Tuque;742118;Champagnat;600, rue Desbiens;;90012;La Tuque;G9X2K1;0;0;0;1;0;http://www.csenergie.qc.ca;-72.775191;47.436862;Formation professionnelle;742000;Franco;8_OrgImm_Franco_Fp
4118;20200706;104145511;742362;École forestière de La Tuque;École forestière de La Tuque - Éducation des adultes;461, rue Saint-François;;G9X1T8;90012;La Tuque;742118;Champagnat;600, rue Desbiens;;90012;La Tuque;G9X2K1;0;0;0;0;1;http://www.csenergie.qc.ca;-72.775191;47.436862;Éducation aux adultes;742000;Franco;9_OrgImm_Franco_Adu
4119;20200706;104135511;742352;CEA du Saint-Maurice;Centre d'éducation des adultes du Saint-Maurice;1092, rue Trudel;;G9N4N5;36033;Shawinigan;742118;Champagnat;600, rue Desbiens;;90012;La Tuque;G9X2K1;0;0;0;0;1;http://www.csenergie.qc.ca/ceast-m/;-72.775191;47.436862;Éducation aux adultes;742000;Franco;9_OrgImm_Franco_Adu
4120;20200706;104115511;742118;École secondaire Champagnat;École secondaire Champagnat;600, rue Desbiens;;G9X2K1;90012;La Tuque;742118;Champagnat;600, rue Desbiens;;90012;La Tuque;G9X2K1;0;0;1;0;0;http://www.csenergie.qc.ca/champagnat/;-72.775191;47.436862;Secondaire;742000;Franco;3_OrgImm_Franco_secondaire
4121;20200706;98575644;732363;CEA Centre Saint-Louis;Centre Saint-Louis;262, rue Racine;;G2B1E6;23027;Québec;732798;Établissement de Québec - Secteur masculin;500, rue de la Faune;;23027;Québec;G1G5E4;0;0;0;0;1;http://www.centrestlouis.com/;-71.316129;46.886988;Éducation aux adultes;732000;Franco;9_OrgImm_Franco_Adu
4122;20200706;127315516;851240;École Emmanuel-Chénard;École Emmanuel-Chénard;600, 28e Avenue;;J7R6L2;72010;Deux-Montagnes;851075;Emmanuel-Chénard;600, 28e Avenue;;72010;Deux-Montagnes;J7R6L2;1;1;0;0;0;http://www.cssmi.qc.ca/etablissements/emmanuel-chenard/;-73.92081;45.540207;Préscolaire - Primaire;851000;Franco;4_OrgImm_Franco_presc_prim
3710;20200706;120545069;812001;École de l'Escabelle;École de l'Escabelle - Saint-Norbert;27, rue des Écoliers;;G0J1E0;04047;Cap-Chat;812001;De l'Escabelle;27, rue des Écoliers;;04047;Cap-Chat;G0J1E0;0;1;1;0;0;www.cschic-chocs.qc.ca;-66.690479;49.094432;Primaire - Secondaire;812000;Franco;7_OrgImm_Franco_prim_sec
3711;20200706;121235070;813404;Centre L'Envol;Centre de formation professionnelle L'Envol;15, rue Comeau;;G0C1J0;06013;Carleton-sur-Mer;812006;Gabriel-Le Courtois;170, boulevard St-Anne Ouest;;04037;Sainte-Anne-des-Monts;G4V1R8;0;0;0;1;0;http://www.cfpcsrl.qc.ca;-66.494012;49.122446;Formation professionnelle;813000;Franco;8_OrgImm_Franco_Fp
3712;20200706;120835070;812407;CFP de La Haute-Gaspésie;Centre de formation professionnelle de La Haute-Gaspésie;170, boulevard Sainte-Anne Ouest;;G4V1R8;04037;Sainte-Anne-des-Monts;812006;Gabriel-Le Courtois;170, boulevard St-Anne Ouest;;04037;Sainte-Anne-des-Monts;G4V1R8;0;0;0;1;0;www.cschic-chocs.qc.ca;-66.494012;49.122446;Formation professionnelle;812000;Franco;8_OrgImm_Franco_Fp
3713;20200706;120775070;812307;CEA de La Haute-Gaspésie;Centre d'éducation des adultes de La Haute-Gaspésie;27, route du Parc;;G4V2B9;04037;Sainte-Anne-des-Monts;812006;Gabriel-Le Courtois;170, boulevard St-Anne Ouest;;04037;Sainte-Anne-des-Monts;G4V1R8;0;0;0;0;1;www.cschic-chocs.qc.ca;-66.494012;49.122446;Éducation aux adultes;812000;Franco;9_OrgImm_Franco_Adu
3714;20200706;120575070;812006;École de Gabriel-Le Courtois;École de Gabriel-Le Courtois;170, boulevard Sainte-Anne Ouest;;G4V1R8;04037;Sainte-Anne-des-Monts;812006;Gabriel-Le Courtois;170, boulevard St-Anne Ouest;;04037;Sainte-Anne-des-Monts;G4V1R8;1;1;1;0;0;www.cschic-chocs.qc.ca;-66.494012;49.122446;Préscolaire - Primaire - Secondaire;812000;Franco;5_OrgImm_Franco_presc_prim_sec
3715;20200706;116274856;769380;CEA Salluit Qaunnaq;Centre d'éducation des adultes de Salluit Qaunnaq;Salluit;;J0M1S0;99135;Salluit;769402;Éducation aux adultes;402;;99135;Salluit;J0M1S0;0;0;0;0;1;;-75.640706;62.20701;Éducation aux adultes;769000;Statut;9_OrgImm_Statut_Adu
