,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,fsa,latitude,longitude,Walkscore,WalkscoreDescription,Transitscore,TransitDescription,Bikescore,BikeDescription
3166,3166,3166,3166,3166,3166,3166,H4P,45.49789171,-73.65765864,58.0,Somewhat Walkable,,,71.0,Very Bikeable
3167,3167,3167,3167,3167,3167,3167,H4P,45.49006068,-73.65453942,44.0,Car-Dependent,,,57.0,Bikeable
3168,3168,3168,3168,3168,3168,3168,H4P,45.49297974,-73.67920356,21.0,Car-Dependent,,,55.0,Bikeable
3169,3169,3169,3169,3169,3169,3169,H4P,45.49363542,-73.67126445,49.0,Car-Dependent,,,51.0,Bikeable
3170,3170,3170,3170,3170,3170,3170,H4P,45.48417727,-73.66024068,11.0,Car-Dependent,,,41.0,Somewhat Bikeable
3171,3171,3171,3171,3171,3171,3171,H4R,45.50169948,-73.72717242,18.0,Car-Dependent,,,60.0,Bikeable
3172,3172,3172,3172,3172,3172,3172,H4R,45.48333327,-73.71368423,13.0,Car-Dependent,,,36.0,Somewhat Bikeable
3173,3173,3173,3173,3173,3173,3173,H4R,45.49634116,-73.75853131,26.0,Car-Dependent,,,47.0,Somewhat Bikeable
3174,3174,3174,3174,3174,3174,3174,H4R,45.48288669,-73.70798123,12.0,Car-Dependent,,,36.0,Somewhat Bikeable
3175,3175,3175,3175,3175,3175,3175,H4R,45.51091229,-73.71518567,37.0,Car-Dependent,,,78.0,Very Bikeable
3176,3176,3176,3176,3176,3176,3176,H4R,45.49857245,-73.73245092,31.0,Car-Dependent,,,53.0,Bikeable
3177,3177,3177,3177,3177,3177,3177,H4R,45.50969751,-73.73469783,10.0,Car-Dependent,,,50.0,Bikeable
3178,3178,3178,3178,3178,3178,3178,H4R,45.46943911,-73.74957644,2.0,Car-Dependent,,,29.0,Somewhat Bikeable
3179,3179,3179,3179,3179,3179,3179,H4R,45.5052764,-73.72195003,13.0,Car-Dependent,,,67.0,Bikeable
3180,3180,3180,3180,3180,3180,3180,H4R,45.48757728,-73.70473888,27.0,Car-Dependent,,,39.0,Somewhat Bikeable
3181,3181,3181,3181,3181,3181,3181,H4R,45.49790934,-73.70759949,57.0,Somewhat Walkable,,,66.0,Bikeable
3182,3182,3182,3182,3182,3182,3182,H4R,45.47312844,-73.75247506,2.0,Car-Dependent,,,29.0,Somewhat Bikeable
3183,3183,3183,3183,3183,3183,3183,H4R,45.49959732,-73.71750514,33.0,Car-Dependent,,,59.0,Bikeable
3184,3184,3184,3184,3184,3184,3184,H4R,45.47245119,-73.69805272,18.0,Car-Dependent,,,33.0,Somewhat Bikeable
3185,3185,3185,3185,3185,3185,3185,H4R,45.494398700000005,-73.70352792,52.0,Somewhat Walkable,,,55.0,Bikeable
3186,3186,3186,3186,3186,3186,3186,H4R,45.49016004,-73.69941987,22.0,Car-Dependent,,,39.0,Somewhat Bikeable
3187,3187,3187,3187,3187,3187,3187,H4R,45.47874502,-73.74339132,0.0,Car-Dependent,,,35.0,Somewhat Bikeable
3188,3188,3188,3188,3188,3188,3188,H4R,45.48472454,-73.68187746,9.0,Car-Dependent,,,36.0,Somewhat Bikeable
3189,3189,3189,3189,3189,3189,3189,H4R,45.50217901,-73.72723639,19.0,Car-Dependent,,,61.0,Bikeable
3190,3190,3190,3190,3190,3190,3190,H4R,45.47811531,-73.68031395,5.0,Car-Dependent,,,30.0,Somewhat Bikeable
3191,3191,3191,3191,3191,3191,3191,H4R,45.51789909,-73.71190369,37.0,Car-Dependent,,,54.0,Bikeable
3192,3192,3192,3192,3192,3192,3192,H4R,45.48571185,-73.71726566,17.0,Car-Dependent,,,41.0,Somewhat Bikeable
3193,3193,3193,3193,3193,3193,3193,H4R,45.50289109,-73.72771157,19.0,Car-Dependent,,,64.0,Bikeable
3194,3194,3194,3194,3194,3194,3194,H4R,45.4980644,-73.76706166,40.0,Car-Dependent,,,65.0,Bikeable
3195,3195,3195,3195,3195,3195,3195,H4R,45.50237427,-73.76438199,20.0,Car-Dependent,,,61.0,Bikeable
3196,3196,3196,3196,3196,3196,3196,H4R,45.51907429999999,-73.7068814,44.0,Car-Dependent,,,62.0,Bikeable
3197,3197,3197,3197,3197,3197,3197,H4R,45.49702124,-73.71644726,33.0,Car-Dependent,,,53.0,Bikeable
3198,3198,3198,3198,3198,3198,3198,H4R,45.49060667,-73.73511089,16.0,Car-Dependent,,,45.0,Somewhat Bikeable
3199,3199,3199,3199,3199,3199,3199,H4R,45.48792037,-73.73383356,28.0,Car-Dependent,,,52.0,Bikeable
3200,3200,3200,3200,3200,3200,3200,H4R,45.49251079,-73.71285544,35.0,Car-Dependent,,,46.0,Somewhat Bikeable
3201,3201,3201,3201,3201,3201,3201,H4R,45.50142508,-73.74210439,10.0,Car-Dependent,,,40.0,Somewhat Bikeable
3202,3202,3202,3202,3202,3202,3202,H4R,45.48089371,-73.68571471,3.0,Car-Dependent,,,34.0,Somewhat Bikeable
3203,3203,3203,3203,3203,3203,3203,H4R,45.48515395,-73.73372732,4.0,Car-Dependent,,,47.0,Somewhat Bikeable
3204,3204,3204,3204,3204,3204,3204,H4R,45.51425214,-73.69855192,55.0,Somewhat Walkable,,,68.0,Bikeable
3205,3205,3205,3205,3205,3205,3205,H4R,45.49182909,-73.74622815,29.0,Car-Dependent,,,49.0,Somewhat Bikeable
3206,3206,3206,3206,3206,3206,3206,H4R,45.48475934,-73.76485238,17.0,Car-Dependent,,,58.0,Bikeable
3207,3207,3207,3207,3207,3207,3207,H4R,45.467679,-73.75704807,4.0,Car-Dependent,,,32.0,Somewhat Bikeable
3208,3208,3208,3208,3208,3208,3208,H4R,45.51441552,-73.70166484,20.0,Car-Dependent,,,60.0,Bikeable
3209,3209,3209,3209,3209,3209,3209,H4R,45.47382882,-73.70504766,15.0,Car-Dependent,,,38.0,Somewhat Bikeable
3210,3210,3210,3210,3210,3210,3210,H4R,45.48155413,-73.76506144,7.0,Car-Dependent,,,58.0,Bikeable
3211,3211,3211,3211,3211,3211,3211,H4R,45.49033183,-73.7646988,25.0,Car-Dependent,,,46.0,Somewhat Bikeable
3212,3212,3212,3212,3212,3212,3212,H4R,45.48086039,-73.75657231,5.0,Car-Dependent,,,52.0,Bikeable
3213,3213,3213,3213,3213,3213,3213,H4R,45.50203463,-73.7559383,11.0,Car-Dependent,,,64.0,Bikeable
3214,3214,3214,3214,3214,3214,3214,H4R,45.47396398,-73.74103739,0.0,Car-Dependent,,,28.0,Somewhat Bikeable
3215,3215,3215,3215,3215,3215,3215,H4R,45.47589162,-73.70852937,28.0,Car-Dependent,,,39.0,Somewhat Bikeable
3216,3216,3216,3216,3216,3216,3216,H4R,45.47416649,-73.68842215,9.0,Car-Dependent,,,30.0,Somewhat Bikeable
3217,3217,3217,3217,3217,3217,3217,H4R,45.48401828,-73.70785154,11.0,Car-Dependent,,,37.0,Somewhat Bikeable
3218,3218,3218,3218,3218,3218,3218,H4R,45.49210233,-73.68264069,29.0,Car-Dependent,,,55.0,Bikeable
3219,3219,3219,3219,3219,3219,3219,H4R,45.46806988,-73.75773758,3.0,Car-Dependent,,,33.0,Somewhat Bikeable
3220,3220,3220,3220,3220,3220,3220,H4R,45.47193991,-73.75741963,3.0,Car-Dependent,,,31.0,Somewhat Bikeable
3221,3221,3221,3221,3221,3221,3221,H4R,45.48348604,-73.77001586,11.0,Car-Dependent,,,50.0,Bikeable
3222,3222,3222,3222,3222,3222,3222,H4R,45.47408557,-73.73462494,0.0,Car-Dependent,,,32.0,Somewhat Bikeable
3223,3223,3223,3223,3223,3223,3223,H4R,45.48091872,-73.6821735,7.0,Car-Dependent,,,32.0,Somewhat Bikeable
3224,3224,3224,3224,3224,3224,3224,H4R,45.5116348,-73.6998022,39.0,Car-Dependent,,,74.0,Very Bikeable
3225,3225,3225,3225,3225,3225,3225,H4R,45.47683938,-73.70931636,25.0,Car-Dependent,,,37.0,Somewhat Bikeable
3226,3226,3226,3226,3226,3226,3226,H4R,45.49001934,-73.70766998,39.0,Car-Dependent,,,41.0,Somewhat Bikeable
3227,3227,3227,3227,3227,3227,3227,H4R,45.50092486,-73.71504779,42.0,Car-Dependent,,,66.0,Bikeable
3228,3228,3228,3228,3228,3228,3228,H4R,45.49818731,-73.72635981,19.0,Car-Dependent,,,58.0,Bikeable
3229,3229,3229,3229,3229,3229,3229,H4R,45.48645017,-73.70209267,26.0,Car-Dependent,,,39.0,Somewhat Bikeable
3230,3230,3230,3230,3230,3230,3230,H4R,45.483401,-73.76352051,9.0,Car-Dependent,,,60.0,Bikeable
3231,3231,3231,3231,3231,3231,3231,H4R,45.51516761,-73.71368459,39.0,Car-Dependent,,,76.0,Very Bikeable
3232,3232,3232,3232,3232,3232,3232,H4R,45.52068964,-73.70511941,55.0,Somewhat Walkable,,,63.0,Bikeable
3233,3233,3233,3233,3233,3233,3233,H4R,45.47654319,-73.70097778,10.0,Car-Dependent,,,38.0,Somewhat Bikeable
3234,3234,3234,3234,3234,3234,3234,H4R,45.48244028,-73.69818696,21.0,Car-Dependent,,,41.0,Somewhat Bikeable
3235,3235,3235,3235,3235,3235,3235,H4R,45.51319316,-73.71007449,41.0,Car-Dependent,,,72.0,Very Bikeable
3236,3236,3236,3236,3236,3236,3236,H4R,45.47446437,-73.69800752,19.0,Car-Dependent,,,32.0,Somewhat Bikeable
3237,3237,3237,3237,3237,3237,3237,H4R,45.48861656,-73.71647854,32.0,Car-Dependent,,,43.0,Somewhat Bikeable
3238,3238,3238,3238,3238,3238,3238,H4R,45.49289748,-73.75648442,31.0,Car-Dependent,,,45.0,Somewhat Bikeable
3239,3239,3239,3239,3239,3239,3239,H4R,45.48958404,-73.75695479999999,10.0,Car-Dependent,,,48.0,Somewhat Bikeable
3240,3240,3240,3240,3240,3240,3240,H4R,45.47820325,-73.75190079999999,13.0,Car-Dependent,,,41.0,Somewhat Bikeable
3241,3241,3241,3241,3241,3241,3241,H4R,45.51200718,-73.73551206,33.0,Car-Dependent,,,45.0,Somewhat Bikeable
3242,3242,3242,3242,3242,3242,3242,H4R,45.48649443,-73.74738223,30.0,Car-Dependent,,,62.0,Bikeable
3243,3243,3243,3243,3243,3243,3243,H4R,45.47485767,-73.6926385,14.0,Car-Dependent,,,34.0,Somewhat Bikeable
3244,3244,3244,3244,3244,3244,3244,H4R,45.50534165,-73.74684789,3.0,Car-Dependent,,,43.0,Somewhat Bikeable
3245,3245,3245,3245,3245,3245,3245,H4R,45.49951176,-73.7580193,33.0,Car-Dependent,,,61.0,Bikeable
3246,3246,3246,3246,3246,3246,3246,H4R,45.48863405,-73.71031727,37.0,Car-Dependent,,,40.0,Somewhat Bikeable
3247,3247,3247,3247,3247,3247,3247,H4R,45.49622703,-73.71055432,58.0,Somewhat Walkable,,,57.0,Bikeable
3248,3248,3248,3248,3248,3248,3248,H4R,45.51663427,-73.71410389,36.0,Car-Dependent,,,56.0,Bikeable
3249,3249,3249,3249,3249,3249,3249,H4R,45.48107888,-73.73622334,3.0,Car-Dependent,,,39.0,Somewhat Bikeable
3250,3250,3250,3250,3250,3250,3250,H4R,45.46655983,-73.68456929,1.0,Car-Dependent,,,34.0,Somewhat Bikeable
3251,3251,3251,3251,3251,3251,3251,H4R,45.47850722,-73.76701491,8.0,Car-Dependent,,,47.0,Somewhat Bikeable
3252,3252,3252,3252,3252,3252,3252,H4R,45.49199071,-73.70312724,42.0,Car-Dependent,,,42.0,Somewhat Bikeable
3253,3253,3253,3253,3253,3253,3253,H4R,45.52057192,-73.70814285,49.0,Car-Dependent,,,65.0,Bikeable
3254,3254,3254,3254,3254,3254,3254,H4R,45.50975997,-73.70794005,40.0,Car-Dependent,,,76.0,Very Bikeable
3255,3255,3255,3255,3255,3255,3255,H4R,45.48909372,-73.74887234,7.0,Car-Dependent,,,58.0,Bikeable
3256,3256,3256,3256,3256,3256,3256,H4R,45.50734687,-73.73467623,11.0,Car-Dependent,,,52.0,Bikeable
3257,3257,3257,3257,3257,3257,3257,H4R,45.4830544,-73.68108622,8.0,Car-Dependent,,,34.0,Somewhat Bikeable
3258,3258,3258,3258,3258,3258,3258,H4R,45.515891100000005,-73.69856842,61.0,Somewhat Walkable,,,67.0,Bikeable
3259,3259,3259,3259,3259,3259,3259,H4R,45.50017911,-73.74668878,15.0,Car-Dependent,,,41.0,Somewhat Bikeable
3260,3260,3260,3260,3260,3260,3260,H4R,45.50769358,-73.72210135,18.0,Car-Dependent,,,67.0,Bikeable
3261,3261,3261,3261,3261,3261,3261,H4R,45.49422745,-73.72825622,16.0,Car-Dependent,,,47.0,Somewhat Bikeable
3262,3262,3262,3262,3262,3262,3262,H4R,45.49637608,-73.73245701,22.0,Car-Dependent,,,51.0,Bikeable
3263,3263,3263,3263,3263,3263,3263,H4R,45.50349816,-73.72924763,19.0,Car-Dependent,,,64.0,Bikeable
3264,3264,3264,3264,3264,3264,3264,H4R,45.50848355,-73.71985819,16.0,Car-Dependent,,,73.0,Very Bikeable
3265,3265,3265,3265,3265,3265,3265,H4R,45.48243638,-73.75622978,9.0,Car-Dependent,,,54.0,Bikeable
3266,3266,3266,3266,3266,3266,3266,H4R,45.47181799,-73.74050536,0.0,Car-Dependent,,,29.0,Somewhat Bikeable
3267,3267,3267,3267,3267,3267,3267,H4R,45.48422218,-73.74956111,9.0,Car-Dependent,,,55.0,Bikeable
3268,3268,3268,3268,3268,3268,3268,H4R,45.51288694,-73.72719936,16.0,Car-Dependent,,,68.0,Bikeable
3269,3269,3269,3269,3269,3269,3269,H4R,45.49496484,-73.76306104,39.0,Car-Dependent,,,51.0,Bikeable
3270,3270,3270,3270,3270,3270,3270,H4R,45.49470121,-73.7565821,27.0,Car-Dependent,,,43.0,Somewhat Bikeable
3271,3271,3271,3271,3271,3271,3271,H4R,45.49903168,-73.71167876,42.0,Car-Dependent,,,63.0,Bikeable
3272,3272,3272,3272,3272,3272,3272,H4R,45.48365693,-73.72799368,3.0,Car-Dependent,,,47.0,Somewhat Bikeable
3273,3273,3273,3273,3273,3273,3273,H4R,45.49989202,-73.70419922,47.0,Car-Dependent,,,69.0,Bikeable
3274,3274,3274,3274,3274,3274,3274,H4R,45.47021133,-73.68518215,2.0,Car-Dependent,,,31.0,Somewhat Bikeable
3275,3275,3275,3275,3275,3275,3275,H4R,45.48513636,-73.67965952,10.0,Car-Dependent,,,38.0,Somewhat Bikeable
3276,3276,3276,3276,3276,3276,3276,H4R,45.48190069,-73.70923309,13.0,Car-Dependent,,,37.0,Somewhat Bikeable
3277,3277,3277,3277,3277,3277,3277,H4R,45.49953908,-73.75770124,33.0,Car-Dependent,,,61.0,Bikeable
3278,3278,3278,3278,3278,3278,3278,H4R,45.51551663,-73.72346509,26.0,Car-Dependent,,,78.0,Very Bikeable
3279,3279,3279,3279,3279,3279,3279,H4R,45.48910179,-73.70929353,37.0,Car-Dependent,,,40.0,Somewhat Bikeable
3280,3280,3280,3280,3280,3280,3280,H4R,45.49867186,-73.73572779,21.0,Car-Dependent,,,48.0,Somewhat Bikeable
3281,3281,3281,3281,3281,3281,3281,H4R,45.50203905,-73.71281445,30.0,Car-Dependent,,,67.0,Bikeable
3282,3282,3282,3282,3282,3282,3282,H4R,45.49932675,-73.75037284,15.0,Car-Dependent,,,42.0,Somewhat Bikeable
3283,3283,3283,3283,3283,3283,3283,H4R,45.469063,-73.76202626,1.0,Car-Dependent,,,34.0,Somewhat Bikeable
3284,3284,3284,3284,3284,3284,3284,H4R,45.51841632,-73.71177423,33.0,Car-Dependent,,,70.0,Very Bikeable
3285,3285,3285,3285,3285,3285,3285,H4R,45.51254349,-73.72285462,13.0,Car-Dependent,,,72.0,Very Bikeable
3286,3286,3286,3286,3286,3286,3286,H4R,45.51608656,-73.71956666,29.0,Car-Dependent,,,82.0,Very Bikeable
3287,3287,3287,3287,3287,3287,3287,H4R,45.49190534,-73.7630691,27.0,Car-Dependent,,,43.0,Somewhat Bikeable
3288,3288,3288,3288,3288,3288,3288,H4R,45.48590107,-73.75486498,18.0,Car-Dependent,,,53.0,Bikeable
3289,3289,3289,3289,3289,3289,3289,H4R,45.47525315,-73.74508779,0.0,Car-Dependent,,,31.0,Somewhat Bikeable
3290,3290,3290,3290,3290,3290,3290,H4R,45.50481387,-73.70043684,31.0,Car-Dependent,,,71.0,Very Bikeable
3291,3291,3291,3291,3291,3291,3291,H4R,45.50826575,-73.69839694,44.0,Car-Dependent,,,73.0,Very Bikeable
3292,3292,3292,3292,3292,3292,3292,H4R,45.48425287,-73.69224276,13.0,Car-Dependent,,,40.0,Somewhat Bikeable
3293,3293,3293,3293,3293,3293,3293,H4R,45.46863859,-73.74592468,2.0,Car-Dependent,,,30.0,Somewhat Bikeable
3294,3294,3294,3294,3294,3294,3294,H4R,45.50644601,-73.70289696,55.0,Somewhat Walkable,,,74.0,Very Bikeable
3295,3295,3295,3295,3295,3295,3295,H4R,45.49988312,-73.75362815,21.0,Car-Dependent,,,45.0,Somewhat Bikeable
3296,3296,3296,3296,3296,3296,3296,H4R,45.4893706,-73.72245433,14.0,Car-Dependent,,,46.0,Somewhat Bikeable
3297,3297,3297,3297,3297,3297,3297,H4R,45.4699965,-73.68539843,3.0,Car-Dependent,,,31.0,Somewhat Bikeable
3298,3298,3298,3298,3298,3298,3298,H4R,45.47756842,-73.76030219,2.0,Car-Dependent,,,44.0,Somewhat Bikeable
3299,3299,3299,3299,3299,3299,3299,H4R,45.48901864,-73.74926582,7.0,Car-Dependent,,,58.0,Bikeable
3300,3300,3300,3300,3300,3300,3300,H4R,45.47586794,-73.76186947,4.0,Car-Dependent,,,39.0,Somewhat Bikeable
3301,3301,3301,3301,3301,3301,3301,H4R,45.50614725,-73.70868313,36.0,Car-Dependent,,,73.0,Very Bikeable
3302,3302,3302,3302,3302,3302,3302,H4R,45.48908638,-73.75448686,9.0,Car-Dependent,,,50.0,Bikeable
3303,3303,3303,3303,3303,3303,3303,H4R,45.48976922,-73.69494253,18.0,Car-Dependent,,,42.0,Somewhat Bikeable
3304,3304,3304,3304,3304,3304,3304,H4R,45.48287717,-73.69565513,17.0,Car-Dependent,,,40.0,Somewhat Bikeable
3305,3305,3305,3305,3305,3305,3305,H4R,45.50479482,-73.71155607,39.0,Car-Dependent,,,73.0,Very Bikeable
3306,3306,3306,3306,3306,3306,3306,H4R,45.47426929,-73.74703609,0.0,Car-Dependent,,,29.0,Somewhat Bikeable
3307,3307,3307,3307,3307,3307,3307,H4R,45.48070295,-73.71483189,10.0,Car-Dependent,,,35.0,Somewhat Bikeable
3308,3308,3308,3308,3308,3308,3308,H4R,45.48937819,-73.69362219,20.0,Car-Dependent,,,40.0,Somewhat Bikeable
3309,3309,3309,3309,3309,3309,3309,H4R,45.4851235,-73.75109398,21.0,Car-Dependent,,,55.0,Bikeable
3310,3310,3310,3310,3310,3310,3310,H4R,45.48866466,-73.71026225,37.0,Car-Dependent,,,40.0,Somewhat Bikeable
3311,3311,3311,3311,3311,3311,3311,H4R,45.50091493,-73.70955017,45.0,Car-Dependent,,,71.0,Very Bikeable
3312,3312,3312,3312,3312,3312,3312,H4R,45.51572857,-73.72757137,14.0,Car-Dependent,,,64.0,Bikeable
3313,3313,3313,3313,3313,3313,3313,H4R,45.48073029,-73.74628011,3.0,Car-Dependent,,,43.0,Somewhat Bikeable
3314,3314,3314,3314,3314,3314,3314,H4R,45.50144856,-73.72610272,18.0,Car-Dependent,,,60.0,Bikeable
3315,3315,3315,3315,3315,3315,3315,H4R,45.48043758,-73.71859106,3.0,Car-Dependent,,,35.0,Somewhat Bikeable
3316,3316,3316,3316,3316,3316,3316,H4R,45.48285569,-73.68864495,23.0,Car-Dependent,,,36.0,Somewhat Bikeable
3317,3317,3317,3317,3317,3317,3317,H4R,45.50268922,-73.69922729999999,32.0,Car-Dependent,,,71.0,Very Bikeable
3318,3318,3318,3318,3318,3318,3318,H4R,45.47491109,-73.74518561,0.0,Car-Dependent,,,31.0,Somewhat Bikeable
3319,3319,3319,3319,3319,3319,3319,H4R,45.48028761,-73.76726287,5.0,Car-Dependent,,,52.0,Bikeable
3320,3320,3320,3320,3320,3320,3320,H4R,45.48374318,-73.75015249,11.0,Car-Dependent,,,50.0,Bikeable
3321,3321,3321,3321,3321,3321,3321,H4R,45.50814577,-73.71829201,23.0,Car-Dependent,,,71.0,Very Bikeable
3322,3322,3322,3322,3322,3322,3322,H4R,45.484761299999995,-73.69066938,10.0,Car-Dependent,,,39.0,Somewhat Bikeable
3323,3323,3323,3323,3323,3323,3323,H4R,45.50399418,-73.74034754,14.0,Car-Dependent,,,44.0,Somewhat Bikeable
3324,3324,3324,3324,3324,3324,3324,H4R,45.46935781,-73.70143781,12.0,Car-Dependent,,,35.0,Somewhat Bikeable
3325,3325,3325,3325,3325,3325,3325,H4R,45.47747777,-73.68386052,2.0,Car-Dependent,,,31.0,Somewhat Bikeable
3326,3326,3326,3326,3326,3326,3326,H4R,45.48330826,-73.71680212,9.0,Car-Dependent,,,37.0,Somewhat Bikeable
3327,3327,3327,3327,3327,3327,3327,H4R,45.48777474,-73.74415596,8.0,Car-Dependent,,,60.0,Bikeable
3328,3328,3328,3328,3328,3328,3328,H4R,45.50961114,-73.7083628,40.0,Car-Dependent,,,76.0,Very Bikeable
3329,3329,3329,3329,3329,3329,3329,H4R,45.48186562,-73.71199881,14.0,Car-Dependent,,,37.0,Somewhat Bikeable
3330,3330,3330,3330,3330,3330,3330,H4R,45.50153928,-73.75343366,16.0,Car-Dependent,,,52.0,Bikeable
3331,3331,3331,3331,3331,3331,3331,H4R,45.48155864,-73.73799203,4.0,Car-Dependent,,,40.0,Somewhat Bikeable
3332,3332,3332,3332,3332,3332,3332,H4R,45.47492749,-73.70933722,10.0,Car-Dependent,,,38.0,Somewhat Bikeable
3333,3333,3333,3333,3333,3333,3333,H4R,45.491430799999996,-73.69361393,43.0,Car-Dependent,,,49.0,Somewhat Bikeable
3334,3334,3334,3334,3334,3334,3334,H4R,45.48488495,-73.7643166,11.0,Car-Dependent,,,60.0,Bikeable
3335,3335,3335,3335,3335,3335,3335,H4R,45.48114154,-73.74124021,26.0,Car-Dependent,,,44.0,Somewhat Bikeable
3336,3336,3336,3336,3336,3336,3336,H4R,45.50943187,-73.69566563,54.0,Somewhat Walkable,,,75.0,Very Bikeable
3337,3337,3337,3337,3337,3337,3337,H4R,45.50632668,-73.70059615,33.0,Car-Dependent,,,74.0,Very Bikeable
3338,3338,3338,3338,3338,3338,3338,H4R,45.47988775,-73.68162556,6.0,Car-Dependent,,,31.0,Somewhat Bikeable
3339,3339,3339,3339,3339,3339,3339,H4R,45.47163228,-73.69721064,17.0,Car-Dependent,,,34.0,Somewhat Bikeable
3340,3340,3340,3340,3340,3340,3340,H4R,45.4793552,-73.70174432,15.0,Car-Dependent,,,39.0,Somewhat Bikeable
3341,3341,3341,3341,3341,3341,3341,H4R,45.47114711,-73.75922257,2.0,Car-Dependent,,,31.0,Somewhat Bikeable
3342,3342,3342,3342,3342,3342,3342,H4R,45.49291262,-73.68285531,27.0,Car-Dependent,,,56.0,Bikeable
3343,3343,3343,3343,3343,3343,3343,H4R,45.50783719,-73.70852117,41.0,Car-Dependent,,,75.0,Very Bikeable
3344,3344,3344,3344,3344,3344,3344,H4R,45.48874689,-73.69288013,20.0,Car-Dependent,,,40.0,Somewhat Bikeable
3345,3345,3345,3345,3345,3345,3345,H4R,45.51553577,-73.72179559,25.0,Car-Dependent,,,81.0,Very Bikeable
3346,3346,3346,3346,3346,3346,3346,H4R,45.511441,-73.73455677,9.0,Car-Dependent,,,47.0,Somewhat Bikeable
3347,3347,3347,3347,3347,3347,3347,H4R,45.48330734,-73.6978815,21.0,Car-Dependent,,,41.0,Somewhat Bikeable
3348,3348,3348,3348,3348,3348,3348,H4R,45.50106325,-73.71618421,34.0,Car-Dependent,,,66.0,Bikeable
3349,3349,3349,3349,3349,3349,3349,H4R,45.48877129,-73.75870112,9.0,Car-Dependent,,,47.0,Somewhat Bikeable
3350,3350,3350,3350,3350,3350,3350,H4R,45.49707977,-73.72118432,29.0,Car-Dependent,,,50.0,Bikeable
3351,3351,3351,3351,3351,3351,3351,H4R,45.48865505,-73.74334123,3.0,Car-Dependent,,,51.0,Bikeable
3352,3352,3352,3352,3352,3352,3352,H4R,45.48009395,-73.74526772,3.0,Car-Dependent,,,43.0,Somewhat Bikeable
3353,3353,3353,3353,3353,3353,3353,H4R,45.46998722,-73.74877444,2.0,Car-Dependent,,,29.0,Somewhat Bikeable
3354,3354,3354,3354,3354,3354,3354,H4R,45.47746079,-73.75402316,9.0,Car-Dependent,,,38.0,Somewhat Bikeable
3355,3355,3355,3355,3355,3355,3355,H4R,45.48933045,-73.73477198,7.0,Car-Dependent,,,51.0,Bikeable
3356,3356,3356,3356,3356,3356,3356,H4R,45.48474855,-73.71772203,29.0,Car-Dependent,,,39.0,Somewhat Bikeable
3357,3357,3357,3357,3357,3357,3357,H4R,45.47916872,-73.75422215,12.0,Car-Dependent,,,42.0,Somewhat Bikeable
3358,3358,3358,3358,3358,3358,3358,H4R,45.48465542,-73.70219106,26.0,Car-Dependent,,,39.0,Somewhat Bikeable
3359,3359,3359,3359,3359,3359,3359,H4R,45.49469797,-73.68260512,34.0,Car-Dependent,,,58.0,Bikeable
3360,3360,3360,3360,3360,3360,3360,H4R,45.50464394,-73.71722733,32.0,Car-Dependent,,,68.0,Bikeable
3361,3361,3361,3361,3361,3361,3361,H4R,45.49730443,-73.73215091,31.0,Car-Dependent,,,53.0,Bikeable
3362,3362,3362,3362,3362,3362,3362,H4R,45.47006175,-73.74180128,1.0,Car-Dependent,,,29.0,Somewhat Bikeable
3363,3363,3363,3363,3363,3363,3363,H4R,45.49954893,-73.75561102,34.0,Car-Dependent,,,49.0,Somewhat Bikeable
3364,3364,3364,3364,3364,3364,3364,H4R,45.51328318,-73.72108404,26.0,Car-Dependent,,,82.0,Very Bikeable
3365,3365,3365,3365,3365,3365,3365,H4R,45.47058812,-73.69481304,17.0,Car-Dependent,,,34.0,Somewhat Bikeable
3366,3366,3366,3366,3366,3366,3366,H4R,45.51425831,-73.73307555,10.0,Car-Dependent,,,46.0,Somewhat Bikeable
3367,3367,3367,3367,3367,3367,3367,H4R,45.50163010000001,-73.76832259999999,36.0,Car-Dependent,,,67.0,Bikeable
3368,3368,3368,3368,3368,3368,3368,H4R,45.48095189,-73.73257663,1.0,Car-Dependent,,,39.0,Somewhat Bikeable
3369,3369,3369,3369,3369,3369,3369,H4R,45.47460086,-73.76038229,1.0,Car-Dependent,,,34.0,Somewhat Bikeable
3370,3370,3370,3370,3370,3370,3370,H4R,45.49846943,-73.73225267,31.0,Car-Dependent,,,53.0,Bikeable
3371,3371,3371,3371,3371,3371,3371,H4R,45.469313899999996,-73.69564915,15.0,Car-Dependent,,,34.0,Somewhat Bikeable
3372,3372,3372,3372,3372,3372,3372,H4R,45.50899057,-73.69345738,46.0,Car-Dependent,,,77.0,Very Bikeable
3373,3373,3373,3373,3373,3373,3373,H4R,45.49907392,-73.7105234,53.0,Somewhat Walkable,,,69.0,Bikeable
3374,3374,3374,3374,3374,3374,3374,H4R,45.50482621,-73.73162389,14.0,Car-Dependent,,,60.0,Bikeable
3375,3375,3375,3375,3375,3375,3375,H4R,45.49845446,-73.70622331,54.0,Somewhat Walkable,,,65.0,Bikeable
3376,3376,3376,3376,3376,3376,3376,H4R,45.48361763,-73.70386044,21.0,Car-Dependent,,,39.0,Somewhat Bikeable
3377,3377,3377,3377,3377,3377,3377,H4R,45.51460872,-73.72656054,13.0,Car-Dependent,,,67.0,Bikeable
